partido,prin,year,legis,estado
PRI,,2007,LXI,Veracruz
PRI,,2007,LXI,Veracruz
CONVERGENCIA,,2007,LXI,Veracruz
CONV,,2007,LXI,Veracruz
PT,,2007,LXI,Veracruz
PRV,,2007,LXI,Veracruz
PRI,I,2004,LX,Veracruz
PRI,II,2004,LX,Veracruz
PRD,III,2004,LX,Veracruz
PAN,IV,2004,LX,Veracruz
PAN,V,2004,LX,Veracruz
PAN,VI,2004,LX,Veracruz
PAN,VII,2004,LX,Veracruz
PAN,VIII,2004,LX,Veracruz
PRI,IX,2004,LX,Veracruz
PRI,X,2004,LX,Veracruz
CONV,XI,2004,LX,Veracruz
PRD,XII,2004,LX,Veracruz
PRI,XXIII,2004,LX,Veracruz
PAN,XIII,2004,LX,Veracruz
PAN,XIV,2004,LX,Veracruz
PAN,XV,2004,LX,Veracruz
PAN,XVI,2004,LX,Veracruz
PAN,XVII,2004,LX,Veracruz
PRI,XVIII,2004,LX,Veracruz
PAN,XIX,2004,LX,Veracruz
PAN,XX,2004,LX,Veracruz
PAN,XXi,2004,LX,Veracruz
PAN,XXII,2004,LX,Veracruz
PRI,XXIV,2004,LX,Veracruz
PRI,XXV,2004,LX,Veracruz
PRI,XXVI,2004,LX,Veracruz
PRI,XXVII,2004,LX,Veracruz
PRI,XXVIII,2004,LX,Veracruz
PRI,XXIX,2004,LX,Veracruz
PRI,XXX,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRD,,2004,LX,Veracruz
PRD,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRD,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PRD,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PRI,,2004,LX,Veracruz
PAN,,2004,LX,Veracruz
PRI,I,2000,LIX,Veracruz
PRI,II,2000,LIX,Veracruz
PRI,III,2000,LIX,Veracruz
PRI,IV,2000,LIX,Veracruz
PRI,V,2000,LIX,Veracruz
PRI,VI,2000,LIX,Veracruz
PRI,VII,2000,LIX,Veracruz
PRI,VIII,2000,LIX,Veracruz
PRI,IX,2000,LIX,Veracruz
PRI,X,2000,LIX,Veracruz
PAN,XI,2000,LIX,Veracruz
PRI,XII,2000,LIX,Veracruz
PRI,XIII,2000,LIX,Veracruz
PRI,XIV,2000,LIX,Veracruz
PAN,XV,2000,LIX,Veracruz
PRI,XVI,2000,LIX,Veracruz
PAN,XVII,2000,LIX,Veracruz
PAN,XVIII,2000,LIX,Veracruz
PRI,XIX,2000,LIX,Veracruz
PRI,XX,2000,LIX,Veracruz
PRI,XXI,2000,LIX,Veracruz
PRI,XXII,2000,LIX,Veracruz
PRI,XXIII,2000,LIX,Veracruz
PRI,XXIV,2000,LIX,Veracruz
PRD,,2000,LIX,Veracruz
PRD,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PRD,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PRI,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PT,,2000,LIX,Veracruz
PVEM,,2000,LIX,Veracruz
CDP,,2000,LIX,Veracruz
PAN,,2000,LIX,Veracruz
PRD,,2000,LIX,Veracruz
PRI,II,2010,LIX,Yucatán
PRI,III,2010,LIX,Yucatán
PRI,VI,2010,LIX,Yucatán
PRI,VII,2010,LIX,Yucatán
PRI,VIII,2010,LIX,Yucatán
PRI,IX,2010,LIX,Yucatán
PRI,X,2010,LIX,Yucatán
PRI,XI,2010,LIX,Yucatán
PRI,XII,2010,LIX,Yucatán
PRI,XIII,2010,LIX,Yucatán
PRI,XIV,2010,LIX,Yucatán
PRI,XV,2010,LIX,Yucatán
PRI,,2010,LIX,Yucatán
PRI,,2010,LIX,Yucatán
PAN,IV,2010,LIX,Yucatán
PRI,V,2010,LIX,Yucatán
PAN,,2010,LIX,Yucatán
PAN,,2010,LIX,Yucatán
PAN,,2010,LIX,Yucatán
PAN,,2010,LIX,Yucatán
PRD,,2010,LIX,Yucatán
PRD,,2010,LIX,Yucatán
PVEM,,2010,LIX,Yucatán
PVEM,,2010,LIX,Yucatán
PRI,I,2010,LIX,Yucatán
PAN,I,2007,LVIII,Yucatán
PAN,II,2007,LVIII,Yucatán
PRI,III,2007,LVIII,Yucatán
PAN,IV,2007,LVIII,Yucatán
PRI,V,2007,LVIII,Yucatán
PRI,VI,2007,LVIII,Yucatán
PRI,VII,2007,LVIII,Yucatán
PRI,VIII,2007,LVIII,Yucatán
PRI,,2007,LVIII,Yucatán
PAN,X,2007,LVIII,Yucatán
PAN,,2007,LVIII,Yucatán
PANAL,,2007,LVIII,Yucatán
PRI,XIII,2007,LVIII,Yucatán
PRI,XIV,2007,LVIII,Yucatán
PRI,XV,2007,LVIII,Yucatán
PAN,,2007,LVIII,Yucatán
PRI,,2007,LVIII,Yucatán
PAN,,2007,LVIII,Yucatán
PRD,,2007,LVIII,Yucatán
PAN,IX,2007,LVIII,Yucatán
PRI,XI,2007,LVIII,Yucatán
PRI,XII,2007,LVIII,Yucatán
PRI,,2007,LVIII,Yucatán
PTSY,,2007,LVIII,Yucatán
PAN,,2007,LVIII,Yucatán
PAN,I,2004,LVII,Yucatán
PAN,II,2004,LVII,Yucatán
PRI,III,2004,LVII,Yucatán
PAN,IV,2004,LVII,Yucatán
PAN,V,2004,LVII,Yucatán
PRI,VI,2004,LVII,Yucatán
PRI,VII,2004,LVII,Yucatán
PRI,VIII,2004,LVII,Yucatán
PRI,IX,2004,LVII,Yucatán
PAN,X,2004,LVII,Yucatán
PRI,XI,2004,LVII,Yucatán
PAN,XII,2004,LVII,Yucatán
PAN,XIII,2004,LVII,Yucatán
PAN,XIV,2004,LVII,Yucatán
PAN,XV,2004,LVII,Yucatán
PRI,,2004,LVII,Yucatán
PAN,,2004,LVII,Yucatán
PRD,,2004,LVII,Yucatán
PAN,,2004,LVII,Yucatán
PRI,,2004,LVII,Yucatán
PAN,,2004,LVII,Yucatán
PRI,,2004,LVII,Yucatán
PRI,,2004,LVII,Yucatán
PRD,,2004,LVII,Yucatán
PAN,,2004,LVII,Yucatán
PAN,I,2001,LVI,Yucatán
PAN,II,2001,LVI,Yucatán
PAN,III,2001,LVI,Yucatán
PAN,IV,2001,LVI,Yucatán
PAN,V,2001,LVI,Yucatán
PAN,VI,2001,LVI,Yucatán
PRI,VII,2001,LVI,Yucatán
PRI,VIII,2001,LVI,Yucatán
PRI,IX,2001,LVI,Yucatán
PRI,X,2001,LVI,Yucatán
PRI,XI,2001,LVI,Yucatán
PAN,XII,2001,LVI,Yucatán
PRI,XIII,2001,LVI,Yucatán
PRI,XIV,2001,LVI,Yucatán
PRI,XV,2001,LVI,Yucatán
PAN,,2001,LVI,Yucatán
PAN,,2001,LVI,Yucatán
PAN,,2001,LVI,Yucatán
PAN,,2001,LVI,Yucatán
PAN,,2001,LVI,Yucatán
PRI,,2001,LVI,Yucatán
PRI,,2001,LVI,Yucatán
PRI,,2001,LVI,Yucatán
PRI,,2001,LVI,Yucatán
PRD,,2001,LVI,Yucatán
PRI,I,2013,LXI,Zacatecas
PRI,II,2013,LXI,Zacatecas
PRI,III,2013,LXI,Zacatecas
PRI,IV,2013,LXI,Zacatecas
PRI,V,2013,LXI,Zacatecas
PRD,VI,2013,LXI,Zacatecas
PRI,VII,2013,LXI,Zacatecas
PRI,VIII,2013,LXI,Zacatecas
PT,IX,2013,LXI,Zacatecas
PRD,X,2013,LXI,Zacatecas
PRI,XI,2013,LXI,Zacatecas
PRI,XII,2013,LXI,Zacatecas
PRI,XIII,2013,LXI,Zacatecas
PRI,XIV,2013,LXI,Zacatecas
PAN,XV,2013,LXI,Zacatecas
PRD,XVI,2013,LXI,Zacatecas
PANAL,XVII,2013,LXI,Zacatecas
PRD,XVIII,2013,LXI,Zacatecas
PAN,,2013,LXI,Zacatecas
PAN,,2013,LXI,Zacatecas
PRI,,2013,LXI,Zacatecas
PRD,,2013,LXI,Zacatecas
PRD,,2013,LXI,Zacatecas
PT,,2013,LXI,Zacatecas
MoCi,,2013,LXI,Zacatecas
PT,,2013,LXI,Zacatecas
PVEM,,2013,LXI,Zacatecas
PVEM,,2013,LXI,Zacatecas
MoCi,,2013,LXI,Zacatecas
PANAL,,2013,LXI,Zacatecas
PRI,I,2010,LX,Zacatecas
PRI,XVII,2010,LX,Zacatecas
PRI,XV,2010,LX,Zacatecas
PRI,XVIII,2010,LX,Zacatecas
PRI,V,2010,LX,Zacatecas
PRI,XVI,2010,LX,Zacatecas
PRI,VI,2010,LX,Zacatecas
PRI,II,2010,LX,Zacatecas
PRI,IX,2010,LX,Zacatecas
PRI,XIII,2010,LX,Zacatecas
PRI,IV,2010,LX,Zacatecas
PAN,III,2010,LX,Zacatecas
PAN,XIV,2010,LX,Zacatecas
PAN,,2010,LX,Zacatecas
PAN,,2010,LX,Zacatecas
PAN,,2010,LX,Zacatecas
PAN,,2010,LX,Zacatecas
PRD,XII,2010,LX,Zacatecas
PRD,,2010,LX,Zacatecas
PRD,,2010,LX,Zacatecas
PRD,,2010,LX,Zacatecas
PRD,,2010,LX,Zacatecas
PT,VIII,2010,LX,Zacatecas
PT,XI,2010,LX,Zacatecas
PT,,2010,LX,Zacatecas
PT,,2010,LX,Zacatecas
Convergencia,,2010,LX,Zacatecas
Convergencia,,2010,LX,Zacatecas
PANAL,X,2010,LX,Zacatecas
PANAL,VII,2010,LX,Zacatecas
PRD,I,2007,LIX,Zacatecas
PAN,II,2007,LIX,Zacatecas
Convergencia,III,2007,LIX,Zacatecas
PRD,IV,2007,LIX,Zacatecas
PRD,V,2007,LIX,Zacatecas
PRD,VI,2007,LIX,Zacatecas
PRD,VII,2007,LIX,Zacatecas
PT,VIII,2007,LIX,Zacatecas
PRD,IX,2007,LIX,Zacatecas
PRI,X,2007,LIX,Zacatecas
PT,XI,2007,LIX,Zacatecas
PRD,XII,2007,LIX,Zacatecas
PRI,XIII,2007,LIX,Zacatecas
PRI,XIV,2007,LIX,Zacatecas
PRI,XV,2007,LIX,Zacatecas
PAN,XVI,2007,LIX,Zacatecas
PAN,XVII,2007,LIX,Zacatecas
PRD,XVIII,2007,LIX,Zacatecas
PRD,,2007,LIX,Zacatecas
PRD,,2007,LIX,Zacatecas
PRI,,2007,LIX,Zacatecas
PRI,,2007,LIX,Zacatecas
PRI,,2007,LIX,Zacatecas
PAN,,2007,LIX,Zacatecas
PAN,,2007,LIX,Zacatecas
PAN,,2007,LIX,Zacatecas
PT,,2007,LIX,Zacatecas
PT,,2007,LIX,Zacatecas
CONV,,2007,LIX,Zacatecas
PVEM,,2007,LIX,Zacatecas
PRD,I,2004,LVIII,Zacatecas
PRD,II,2004,LVIII,Zacatecas
Alianza,III,2004,LVIII,Zacatecas
PRD,IV,2004,LVIII,Zacatecas
PRD,V,2004,LVIII,Zacatecas
PRD,VI,2004,LVIII,Zacatecas
PAN,VII,2004,LVIII,Zacatecas
PRD,VIII,2004,LVIII,Zacatecas
PRD,IX,2004,LVIII,Zacatecas
Alianza,X,2004,LVIII,Zacatecas
PRD,XI,2004,LVIII,Zacatecas
Alianza,XII,2004,LVIII,Zacatecas
Alianza,XIII,2004,LVIII,Zacatecas
PRD,XIV,2004,LVIII,Zacatecas
PRD,XV,2004,LVIII,Zacatecas
Alianza,XVI,2004,LVIII,Zacatecas
PRD,XVII,2004,LVIII,Zacatecas
PRD,XVIII,2004,LVIII,Zacatecas
PAN,,2004,LVIII,Zacatecas
PAN,,2004,LVIII,Zacatecas
PAN,,2004,LVIII,Zacatecas
CPPN,,2004,LVIII,Zacatecas
PRD,,2004,LVIII,Zacatecas
PRD,,2004,LVIII,Zacatecas
PRD,,2004,LVIII,Zacatecas
Alianza,,2004,LVIII,Zacatecas
Alianza,,2004,LVIII,Zacatecas
Alianza,,2004,LVIII,Zacatecas
Alianza,,2004,LVIII,Zacatecas
Alianza,,2004,LVIII,Zacatecas
PRD,I,2001,LVII,Zacatecas
PRD,II,2001,LVII,Zacatecas
PAN,III,2001,LVII,Zacatecas
PRD,IV,2001,LVII,Zacatecas
PRD,V,2001,LVII,Zacatecas
PRD,VI,2001,LVII,Zacatecas
PRD,VII,2001,LVII,Zacatecas
PRD,VIII,2001,LVII,Zacatecas
PRI,IX,2001,LVII,Zacatecas
PRD,X,2001,LVII,Zacatecas
PRD,XI,2001,LVII,Zacatecas
PRI,XII,2001,LVII,Zacatecas
PRI,XIII,2001,LVII,Zacatecas
PRI,XIV,2001,LVII,Zacatecas
PRI,XV,2001,LVII,Zacatecas
PRI,XVI,2001,LVII,Zacatecas
PRI,XVII,2001,LVII,Zacatecas
PRD,XVIII,2001,LVII,Zacatecas
PAN,,2001,LVII,Zacatecas
PAN,,2001,LVII,Zacatecas
PAN,,2001,LVII,Zacatecas
PRI,,2001,LVII,Zacatecas
PRI,,2001,LVII,Zacatecas
PRI,,2001,LVII,Zacatecas
PRD,,2001,LVII,Zacatecas
PRD,,2001,LVII,Zacatecas
PRD,,2001,LVII,Zacatecas
PT,,2001,LVII,Zacatecas
PT,,2001,LVII,Zacatecas
CD,,2001,LVII,Zacatecas
