partido,prin,year,legis,estado
PC,,2006,L,Morelos
PRI,,2006,L,Morelos
PRI,,2006,L,Morelos
PVEM,,2006,L,Morelos
PVEM,,2006,L,Morelos
PANAL,,2006,L,Morelos
PANAL,,2006,L,Morelos
PAN,I,2003,XLIX,Morelos
PAN,II,2003,XLIX,Morelos
PAN,III,2003,XLIX,Morelos
PAN,IV,2003,XLIX,Morelos
PAN,V,2003,XLIX,Morelos
PAN,VI,2003,XLIX,Morelos
PAN,VII,2003,XLIX,Morelos
PAN,VIII,2003,XLIX,Morelos
PRD,IX,2003,XLIX,Morelos
PRI,X,2003,XLIX,Morelos
PRI,XI,2003,XLIX,Morelos
PRI,XII,2003,XLIX,Morelos
PRD,XIII,2003,XLIX,Morelos
PRD,XIV,2003,XLIX,Morelos
PAN,XV,2003,XLIX,Morelos
PRD,XVI,2003,XLIX,Morelos
PRI,XVII,2003,XLIX,Morelos
PRI,XVIII,2003,XLIX,Morelos
PRI,,2003,XLIX,Morelos
PRI,,2003,XLIX,Morelos
PRI,,2003,XLIX,Morelos
PRD,,2003,XLIX,Morelos
PRD,,2003,XLIX,Morelos
PRD,,2003,XLIX,Morelos
PRD,,2003,XLIX,Morelos
CONVERGENCIA,,2003,XLIX,Morelos
CONVERGENCIA,,2003,XLIX,Morelos
PVEM,,2003,XLIX,Morelos
PVEM,,2003,XLIX,Morelos
PVEM,,2003,XLIX,Morelos
PAN,I,2000,XLVIII,Morelos
PAN,II,2000,XLVIII,Morelos
PAN,III,2000,XLVIII,Morelos
PAN,IV,2000,XLVIII,Morelos
PAN,V,2000,XLVIII,Morelos
PAN,VI,2000,XLVIII,Morelos
PAN,VII,2000,XLVIII,Morelos
PAN,VIII,2000,XLVIII,Morelos
PRI,IX,2000,XLVIII,Morelos
PRI,X,2000,XLVIII,Morelos
PRI,XI,2000,XLVIII,Morelos
PAN,XII,2000,XLVIII,Morelos
PRI,XIII,2000,XLVIII,Morelos
PRI,XIV,2000,XLVIII,Morelos
PAN,XV,2000,XLVIII,Morelos
PRI,XVI,2000,XLVIII,Morelos
PRI,XVII,2000,XLVIII,Morelos
PRI,XVIII,2000,XLVIII,Morelos
PAN,,2000,XLVIII,Morelos
PAN,,2000,XLVIII,Morelos
PAN,,2000,XLVIII,Morelos
PAN,,2000,XLVIII,Morelos
PAN,,2000,XLVIII,Morelos
PRI,,2000,XLVIII,Morelos
PRI,,2000,XLVIII,Morelos
PRI,,2000,XLVIII,Morelos
PRI,,2000,XLVIII,Morelos
PRD,,2000,XLVIII,Morelos
PRD,,2000,XLVIII,Morelos
PRD,,2000,XLVIII,Morelos
PRI,,2012,LXXIII,Nuevo León
PAN,I,2012,LXXIII,Nuevo León
PT,,2012,LXXIII,Nuevo León
PRI,II,2012,LXXIII,Nuevo León
PAN,III,2012,LXXIII,Nuevo León
PAN,IV,2012,LXXIII,Nuevo León
PRI,,2012,LXXIII,Nuevo León
PAN,V,2012,LXXIII,Nuevo León
PRI,VI,2012,LXXIII,Nuevo León
PAN,VI,2012,LXXIII,Nuevo León
PRD,,2012,LXXIII,Nuevo León
PAN,VII,2012,LXXIII,Nuevo León
PAN,VIII,2012,LXXIII,Nuevo León
PAN,IX,2012,LXXIII,Nuevo León
PAN,X,2012,LXXIII,Nuevo León
PAN,XI,2012,LXXIII,Nuevo León
PAN,XII,2012,LXXIII,Nuevo León
PAN,,2012,LXXIII,Nuevo León
PRI,XIII,2012,LXXIII,Nuevo León
PRI,,2012,LXXIII,Nuevo León
PAN,XIV,2012,LXXIII,Nuevo León
PRI,,2012,LXXIII,Nuevo León
PAN,XV,2012,LXXIII,Nuevo León
PAN,,2012,LXXIII,Nuevo León
PRI,XVI,2012,LXXIII,Nuevo León
PAN,,2012,LXXIII,Nuevo León
PRI,XVII,2012,LXXIII,Nuevo León
PAN,XVIII,2012,LXXIII,Nuevo León
PANAL,,2012,LXXIII,Nuevo León
PAN,XIX,2012,LXXIII,Nuevo León
PRD,,2012,LXXIII,Nuevo León
PANAL,,2012,LXXIII,Nuevo León
PRI,XX,2012,LXXIII,Nuevo León
PAN,,2012,LXXIII,Nuevo León
PRI,XXI,2012,LXXIII,Nuevo León
PAN,,2012,LXXIII,Nuevo León
PRI,XXII,2012,LXXIII,Nuevo León
PT,,2012,LXXIII,Nuevo León
PRI,XXIII,2012,LXXIII,Nuevo León
PRI,XXIV,2012,LXXIII,Nuevo León
PANAL,,2012,LXXIII,Nuevo León
PRI,XXVI,2012,LXXIII,Nuevo León
PRI,I,2009,LXXII,Nuevo León
PRI,II,2009,LXXII,Nuevo León
PRI,III,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PRI,XIII,2009,LXXII,Nuevo León
PRI,XIV,2009,LXXII,Nuevo León
PRI,XVI,2009,LXXII,Nuevo León
PRI,XVII,2009,LXXII,Nuevo León
PRI,XX,2009,LXXII,Nuevo León
PRI,XXI,2009,LXXII,Nuevo León
PRI,XXII,2009,LXXII,Nuevo León
PRI,XXIII,2009,LXXII,Nuevo León
PRI,XXIV,2009,LXXII,Nuevo León
PRI,XXV,2009,LXXII,Nuevo León
PRI,XXVI,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PRI,,2009,LXXII,Nuevo León
PAN,IV,2009,LXXII,Nuevo León
PAN,V,2009,LXXII,Nuevo León
PAN,VII,2009,LXXII,Nuevo León
PAN,VIII,2009,LXXII,Nuevo León
PAN,IX,2009,LXXII,Nuevo León
PAN,X,2009,LXXII,Nuevo León
PAN,XI,2009,LXXII,Nuevo León
PAN,XII,2009,LXXII,Nuevo León
PAN,XV,2009,LXXII,Nuevo León
PAN,XVIII,2009,LXXII,Nuevo León
PAN,XIX,2009,LXXII,Nuevo León
PAN,VI,2009,LXXII,Nuevo León
PAN,,2009,LXXII,Nuevo León
PAN,,2009,LXXII,Nuevo León
PAN,,2009,LXXII,Nuevo León
PAN,,2009,LXXII,Nuevo León
PAN,,2009,LXXII,Nuevo León
PANAL,,2009,LXXII,Nuevo León
PANAL,,2009,LXXII,Nuevo León
PANAL,,2009,LXXII,Nuevo León
PT,,2009,LXXII,Nuevo León
PRD,,2009,LXXII,Nuevo León
PAN,III,2006,LXXI,Nuevo León
PAN,IV,2006,LXXI,Nuevo León
PAN,V,2006,LXXI,Nuevo León
PAN,VI,2006,LXXI,Nuevo León
PAN,VII,2006,LXXI,Nuevo León
PAN,VIII,2006,LXXI,Nuevo León
PAN,IX,2006,LXXI,Nuevo León
PAN,X,2006,LXXI,Nuevo León
PAN,XII,2006,LXXI,Nuevo León
PAN,XIV,2006,LXXI,Nuevo León
PAN,XV,2006,LXXI,Nuevo León
PAN,XVIII,2006,LXXI,Nuevo León
PAN,XIX,2006,LXXI,Nuevo León
PAN,XXI,2006,LXXI,Nuevo León
PAN,XXV,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,,2006,LXXI,Nuevo León
PAN,XI,2006,LXXI,Nuevo León
PRI,XX,2006,LXXI,Nuevo León
PRI,XVII,2006,LXXI,Nuevo León
PRI,XVI,2006,LXXI,Nuevo León
PRI,I,2006,LXXI,Nuevo León
PRI,II,2006,LXXI,Nuevo León
PRI,XIII,2006,LXXI,Nuevo León
PRI,XXII,2006,LXXI,Nuevo León
PRI,XXIII,2006,LXXI,Nuevo León
PRI,XXIV,2006,LXXI,Nuevo León
PRI,XXVI,2006,LXXI,Nuevo León
PRI,,2006,LXXI,Nuevo León
PRI,,2006,LXXI,Nuevo León
PRI,,2006,LXXI,Nuevo León
PRI,,2006,LXXI,Nuevo León
PRI,,2006,LXXI,Nuevo León
PT,,2006,LXXI,Nuevo León
PT,,2006,LXXI,Nuevo León
PNA,,2006,LXXI,Nuevo León
PNA,,2006,LXXI,Nuevo León
PRD,,2006,LXXI,Nuevo León
PRI,I,2003,LXX,Nuevo León
PRI,II,2003,LXX,Nuevo León
PVEM,III,2003,LXX,Nuevo León
PAN,IV,2003,LXX,Nuevo León
PRI,V,2003,LXX,Nuevo León
PRI,VI,2003,LXX,Nuevo León
PAN,VII,2003,LXX,Nuevo León
PVEM,VIII,2003,LXX,Nuevo León
PAN,IX,2003,LXX,Nuevo León
PAN,X,2003,LXX,Nuevo León
PAN,XI,2003,LXX,Nuevo León
PRI,XII,2003,LXX,Nuevo León
PRI,XIII,2003,LXX,Nuevo León
PRI,XIV,2003,LXX,Nuevo León
PRI,XV,2003,LXX,Nuevo León
PRI,XVI,2003,LXX,Nuevo León
PRI,XVII,2003,LXX,Nuevo León
PRI,XVIII,2003,LXX,Nuevo León
PRI,XIX,2003,LXX,Nuevo León
PRI,XX,2003,LXX,Nuevo León
PRI,XXI,2003,LXX,Nuevo León
PRI,XXII,2003,LXX,Nuevo León
PRI,XXIII,2003,LXX,Nuevo León
PRI,XXIV,2003,LXX,Nuevo León
PAN,XXV,2003,LXX,Nuevo León
PRI,XXVI,2003,LXX,Nuevo León
IND,,2003,LXX,Nuevo León
PAN,,2003,LXX,Nuevo León
PRI,,2003,LXX,Nuevo León
PRI,,2003,LXX,Nuevo León
PRI,,2003,LXX,Nuevo León
IND,,2003,LXX,Nuevo León
PAN,,2003,LXX,Nuevo León
PRI,,2003,LXX,Nuevo León
PRD,,2003,LXX,Nuevo León
PAN,,2003,LXX,Nuevo León
PRI,,2003,LXX,Nuevo León
PT,,2003,LXX,Nuevo León
PAN,,2003,LXX,Nuevo León
PT,,2003,LXX,Nuevo León
PAN,,2003,LXX,Nuevo León
PT,,2003,LXX,Nuevo León
PRI,I,2000,LXIX,Nuevo León
PRI,II,2000,LXIX,Nuevo León
PAN,III,2000,LXIX,Nuevo León
PAN,IV,2000,LXIX,Nuevo León
PAN,V,2000,LXIX,Nuevo León
PAN,VI,2000,LXIX,Nuevo León
PAN,VII,2000,LXIX,Nuevo León
PAN,VIII,2000,LXIX,Nuevo León
PAN,IX,2000,LXIX,Nuevo León
PAN,X,2000,LXIX,Nuevo León
PAN,XI,2000,LXIX,Nuevo León
PAN,XII,2000,LXIX,Nuevo León
PAN,XIII,2000,LXIX,Nuevo León
PAN,XIV,2000,LXIX,Nuevo León
PAN,XV,2000,LXIX,Nuevo León
PRI,XVI,2000,LXIX,Nuevo León
PAN,XVII,2000,LXIX,Nuevo León
PAN,XVIII,2000,LXIX,Nuevo León
PAN,XIX,2000,LXIX,Nuevo León
PRI,XX,2000,LXIX,Nuevo León
PRI,XXI,2000,LXIX,Nuevo León
PRI,XXII,2000,LXIX,Nuevo León
PRI,XXIII,2000,LXIX,Nuevo León
PRI,XXIV,2000,LXIX,Nuevo León
PRI,XXV,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PAN,,2000,LXIX,Nuevo León
PRD,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PRI,,2000,LXIX,Nuevo León
PT,,2000,LXIX,Nuevo León
PT,,2000,LXIX,Nuevo León
PRI,I,2013,LXII,Oaxaca
PRI,II,2013,LXII,Oaxaca
PRI,III,2013,LXII,Oaxaca
PAN,IV,2013,LXII,Oaxaca
PRD,V,2013,LXII,Oaxaca
PAN,VI,2013,LXII,Oaxaca
PRI,VII,2013,LXII,Oaxaca
PAN,VIII,2013,LXII,Oaxaca
PRI,IX,2013,LXII,Oaxaca
PAN,X,2013,LXII,Oaxaca
PRI,XI,2013,LXII,Oaxaca
PRD,XII,2013,LXII,Oaxaca
PRD,XIII,2013,LXII,Oaxaca
PRI,XIV,2013,LXII,Oaxaca
PRD,XV,2013,LXII,Oaxaca
PRD,XVI,2013,LXII,Oaxaca
PRI,XVII,2013,LXII,Oaxaca
PVEM,XVIII,2013,LXII,Oaxaca
PAN,XIX,2013,LXII,Oaxaca
PAN,XX,2013,LXII,Oaxaca
PRI,XXI,2013,LXII,Oaxaca
PAN,XXII,2013,LXII,Oaxaca
PRI,XXIII,2013,LXII,Oaxaca
PRD,XXIV,2013,LXII,Oaxaca
PRI,XXV,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRI,,2013,LXII,Oaxaca
PRD,,2013,LXII,Oaxaca
PRD,,2013,LXII,Oaxaca
PT,,2013,LXII,Oaxaca
NDF,,2013,LXII,Oaxaca
UP,,2013,LXII,Oaxaca
PANAL,,2013,LXII,Oaxaca
PSD,,2013,LXII,Oaxaca
PRD,I,2010,LXI,Oaxaca
PRD,II,2010,LXI,Oaxaca
CONV,III,2010,LXI,Oaxaca
PAN,IV,2010,LXI,Oaxaca
PRD,V,2010,LXI,Oaxaca
PRI,VI,2010,LXI,Oaxaca
PRI,VII,2010,LXI,Oaxaca
PAN,VIII,2010,LXI,Oaxaca
PRI,IX,2010,LXI,Oaxaca
PAN,X,2010,LXI,Oaxaca
PRI,XI,2010,LXI,Oaxaca
PRD,XII,2010,LXI,Oaxaca
PT,XIII,2010,LXI,Oaxaca
PRI,XIV,2010,LXI,Oaxaca
PAN,XV,2010,LXI,Oaxaca
PRI,XVI,2010,LXI,Oaxaca
PRI,XVII,2010,LXI,Oaxaca
CONV,XVIII,2010,LXI,Oaxaca
PAN,XIX,2010,LXI,Oaxaca
PAN,XX,2010,LXI,Oaxaca
PRI,XXI,2010,LXI,Oaxaca
PAN,XXII,2010,LXI,Oaxaca
PRI,XXIII,2010,LXI,Oaxaca
PRD,XXIV,2010,LXI,Oaxaca
PAN,XXV,2010,LXI,Oaxaca
PAN,,2010,LXI,Oaxaca
PAN,,2010,LXI,Oaxaca
PAN,,2010,LXI,Oaxaca
PRD,,2010,LXI,Oaxaca
PRD,,2010,LXI,Oaxaca
PRD,,2010,LXI,Oaxaca
PRD,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PRI,,2010,LXI,Oaxaca
PT,,2010,LXI,Oaxaca
Convergencia,,2010,LXI,Oaxaca
PUP,,2010,LXI,Oaxaca
PRI,I,2007,LX,Oaxaca
PRI,II,2007,LX,Oaxaca
PRI,III,2007,LX,Oaxaca
PRI,IV,2007,LX,Oaxaca
PRI,V,2007,LX,Oaxaca
PRI,VI,2007,LX,Oaxaca
PRI,VII,2007,LX,Oaxaca
PRI,VIII,2007,LX,Oaxaca
PRI,IX,2007,LX,Oaxaca
PRI,X,2007,LX,Oaxaca
PRI,XI,2007,LX,Oaxaca
PRI,XII,2007,LX,Oaxaca
PRI,XIII,2007,LX,Oaxaca
PRI,XIV,2007,LX,Oaxaca
PRI,XV,2007,LX,Oaxaca
PRI,XVI,2007,LX,Oaxaca
PRI,XVII,2007,LX,Oaxaca
PRI,XVIII,2007,LX,Oaxaca
PRI,XIX,2007,LX,Oaxaca
PRI,XX,2007,LX,Oaxaca
PRI,XXI,2007,LX,Oaxaca
PRI,XXII,2007,LX,Oaxaca
PRI,XXIII,2007,LX,Oaxaca
PRI,XXIV,2007,LX,Oaxaca
PRI,XXV,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
PRD,,2007,LX,Oaxaca
Convergencia,,2007,LX,Oaxaca
Convergencia,,2007,LX,Oaxaca
Convergencia,,2007,LX,Oaxaca
PT,,2007,LX,Oaxaca
PAN,,2007,LX,Oaxaca
PAN,,2007,LX,Oaxaca
PAN,,2007,LX,Oaxaca
PAN,,2007,LX,Oaxaca
Unidad Popular,,2007,LX,Oaxaca
PNA,,2007,LX,Oaxaca
PASD,,2007,LX,Oaxaca
PRI,,2004,LIX,Oaxaca
PRI,V,2004,LIX,Oaxaca
PRI,XXIII,2004,LIX,Oaxaca
PRI,VI,2004,LIX,Oaxaca
PRI,XXV,2004,LIX,Oaxaca
PRI,XIX,2004,LIX,Oaxaca
PRI,XVI,2004,LIX,Oaxaca
PRI,XII,2004,LIX,Oaxaca
PRI,II,2004,LIX,Oaxaca
PRI,X,2004,LIX,Oaxaca
PRI,,2004,LIX,Oaxaca
PRI,,2004,LIX,Oaxaca
PRI,VII,2004,LIX,Oaxaca
PRI,III,2004,LIX,Oaxaca
PRI,XX,2004,LIX,Oaxaca
PRI,XVII,2004,LIX,Oaxaca
PRI,,2004,LIX,Oaxaca
PRI,XIII,2004,LIX,Oaxaca
PRI,,2004,LIX,Oaxaca
PRI,IV,2004,LIX,Oaxaca
PRI,XXI,2004,LIX,Oaxaca
PRI,XIV,2004,LIX,Oaxaca
PRI,XV,2004,LIX,Oaxaca
PAN,I,2004,LIX,Oaxaca
PAN,XXII,2004,LIX,Oaxaca
PAN,XVIII,2004,LIX,Oaxaca
PAN,,2004,LIX,Oaxaca
PAN,,2004,LIX,Oaxaca
PAN,,2004,LIX,Oaxaca
PRD,,2004,LIX,Oaxaca
PRD,VIII,2004,LIX,Oaxaca
PRD,IX,2004,LIX,Oaxaca
PRD,,2004,LIX,Oaxaca
PRD,XI,2004,LIX,Oaxaca
PRD,XXIV,2004,LIX,Oaxaca
PRD,,2004,LIX,Oaxaca
PVEM,,2004,LIX,Oaxaca
PC,,2004,LIX,Oaxaca
PC,,2004,LIX,Oaxaca
PT,,2004,LIX,Oaxaca
PUP,,2004,LIX,Oaxaca
PRI,I,2001,LVIII,Oaxaca
PRI,II,2001,LVIII,Oaxaca
PRI,III,2001,LVIII,Oaxaca
PRI,IV,2001,LVIII,Oaxaca
PRI,V,2001,LVIII,Oaxaca
PRI,VI,2001,LVIII,Oaxaca
PRI,VII,2001,LVIII,Oaxaca
PRI,VIII,2001,LVIII,Oaxaca
PRI,IX,2001,LVIII,Oaxaca
PRI,X,2001,LVIII,Oaxaca
PRI,XI,2001,LVIII,Oaxaca
PRD,XII,2001,LVIII,Oaxaca
PRI,XIII,2001,LVIII,Oaxaca
PRI,XIV,2001,LVIII,Oaxaca
PRI,XV,2001,LVIII,Oaxaca
PRI,XVI,2001,LVIII,Oaxaca
PRI,XVII,2001,LVIII,Oaxaca
PRI,XVIII,2001,LVIII,Oaxaca
PRI,XIX,2001,LVIII,Oaxaca
PRI,XX,2001,LVIII,Oaxaca
PRI,XXI,2001,LVIII,Oaxaca
PRI,XXII,2001,LVIII,Oaxaca
PRI,XXIII,2001,LVIII,Oaxaca
PRI,XXIV,2001,LVIII,Oaxaca
PRI,XXV,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PAN,,2001,LVIII,Oaxaca
PRI,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PRD,,2001,LVIII,Oaxaca
PT,,2001,LVIII,Oaxaca
PCPD,,2001,LVIII,Oaxaca
PAN,I,2014,LIX,Puebla
PRD,II,2014,LIX,Puebla
Nueva Alianza,III,2014,LIX,Puebla
PAN,IV,2014,LIX,Puebla
Comp con Puebla,V,2014,LIX,Puebla
PAN,VI,2014,LIX,Puebla
PAN,VII,2014,LIX,Puebla
PAN,VIII,2014,LIX,Puebla
Comp. con Puebla,IX,2014,LIX,Puebla
PAN,X,2014,LIX,Puebla
PAN,XI,2014,LIX,Puebla
PANAL,XII,2014,LIX,Puebla
PAN,XIII,2014,LIX,Puebla
PAN,XIV,2014,LIX,Puebla
PAN,XV,2014,LIX,Puebla
PAN,XVI,2014,LIX,Puebla
PAN,XVII,2014,LIX,Puebla
PRI,XVIII,2014,LIX,Puebla
PRD,XIX,2014,LIX,Puebla
Comp. con Puebla,XX,2014,LIX,Puebla
PAN,I,2011,LVIII,Puebla
PAN,II,2011,LVIII,Puebla
PAN,III,2011,LVIII,Puebla
PAN,IV,2011,LVIII,Puebla
PAN,V,2011,LVIII,Puebla
PAN,VI,2011,LVIII,Puebla
PRI,VII,2011,LVIII,Puebla
PAN,VIII,2011,LVIII,Puebla
PAN,IX,2011,LVIII,Puebla
PRI,X,2011,LVIII,Puebla
PRI,XI,2011,LVIII,Puebla
PRI,XII,2011,LVIII,Puebla
PVEM,XIII,2011,LVIII,Puebla
PAN,XIV,2011,LVIII,Puebla
PRI,XV,2011,LVIII,Puebla
PRI,XVI,2011,LVIII,Puebla
PAN,XVII,2011,LVIII,Puebla
PRI,XVIII,2011,LVIII,Puebla
PAN,XIX,2011,LVIII,Puebla
PAN,XX,2011,LVIII,Puebla
PAN,XXI,2011,LVIII,Puebla
PAN,XXII,2011,LVIII,Puebla
PRI,XXIII,2011,LVIII,Puebla
PRI,XXIV,2011,LVIII,Puebla
PRI,XXV,2011,LVIII,Puebla
PRI,XXVI,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PAN,,2011,LVIII,Puebla
PRI,,2011,LVIII,Puebla
PRI,,2011,LVIII,Puebla
PRI,,2011,LVIII,Puebla
PRI,,2011,LVIII,Puebla
PRI,,2011,LVIII,Puebla
PVEM,,2011,LVIII,Puebla
PVEM,,2011,LVIII,Puebla
CONV,,2011,LVIII,Puebla
PT,,2011,LVIII,Puebla
PRI,I,2008,LVII,Puebla
PRI,II,2008,LVII,Puebla
PRI,III,2008,LVII,Puebla
PRI,IV,2008,LVII,Puebla
PRI,V,2008,LVII,Puebla
PRI,VI,2008,LVII,Puebla
PRI,VII,2008,LVII,Puebla
PRI,VIII,2008,LVII,Puebla
PRI,IX,2008,LVII,Puebla
PRI,X,2008,LVII,Puebla
PRI,XI,2008,LVII,Puebla
PRI,XII,2008,LVII,Puebla
PRI,XIII,2008,LVII,Puebla
PRI,XIV,2008,LVII,Puebla
PRI,XV,2008,LVII,Puebla
PRI,XVI,2008,LVII,Puebla
PAN,XVII,2008,LVII,Puebla
PRI,XVIII,2008,LVII,Puebla
PRI,XIX,2008,LVII,Puebla
PRI,XX,2008,LVII,Puebla
PRI,XXI,2008,LVII,Puebla
PRI,XXII,2008,LVII,Puebla
PRI,XXIII,2008,LVII,Puebla
PRI,XXIV,2008,LVII,Puebla
PRI,XXV,2008,LVII,Puebla
PRI,XXVI,2008,LVII,Puebla
PRI,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PAN,,2008,LVII,Puebla
PRD,,2008,LVII,Puebla
PRD,,2008,LVII,Puebla
Convergencia,,2008,LVII,Puebla
PNA,,2008,LVII,Puebla
PNA,,2008,LVII,Puebla
PT,,2008,LVII,Puebla
PT,,2008,LVII,Puebla
PRI,I,2005,LVI,Puebla
PRI,II,2005,LVI,Puebla
PRI,III,2005,LVI,Puebla
PRI,IV,2005,LVI,Puebla
PRI,V,2005,LVI,Puebla
PRI,VI,2005,LVI,Puebla
PAN,VII,2005,LVI,Puebla
PRI,VIII,2005,LVI,Puebla
PAN,IX,2005,LVI,Puebla
PRI,X,2005,LVI,Puebla
PRI,XI,2005,LVI,Puebla
PRI,XII,2005,LVI,Puebla
PRI,XIII,2005,LVI,Puebla
PAN,XIV,2005,LVI,Puebla
PRI,XV,2005,LVI,Puebla
PRI,XVI,2005,LVI,Puebla
PRI,XVII,2005,LVI,Puebla
PRI,XVIII,2005,LVI,Puebla
PRI,XIX,2005,LVI,Puebla
PRI,XX,2005,LVI,Puebla
PRI,XXI,2005,LVI,Puebla
PRI,XXII,2005,LVI,Puebla
PRI,XXIII,2005,LVI,Puebla
PRI,XXIV,2005,LVI,Puebla
PRI,XXV,2005,LVI,Puebla
PRI,XXVI,2005,LVI,Puebla
PAN,,2005,LVI,Puebla
PAN,,2005,LVI,Puebla
PAN,,2005,LVI,Puebla
PAN,,2005,LVI,Puebla
PAN,,2005,LVI,Puebla
PRI,,2005,LVI,Puebla
PRI,,2005,LVI,Puebla
PRI,,2005,LVI,Puebla
PRD,,2005,LVI,Puebla
PRD,,2005,LVI,Puebla
PT,,2005,LVI,Puebla
PVEM,,2005,LVI,Puebla
PVEM,,2005,LVI,Puebla
Convergencia,,2005,LVI,Puebla
Convergencia,,2005,LVI,Puebla
PAN,I,2002,LV,Puebla
PAN,II,2002,LV,Puebla
PRI,III,2002,LV,Puebla
PAN,IV,2002,LV,Puebla
PAN,V,2002,LV,Puebla
PAN,VI,2002,LV,Puebla
PRI,VII,2002,LV,Puebla
PRI,VIII,2002,LV,Puebla
PAN,IX,2002,LV,Puebla
PRI,X,2002,LV,Puebla
PRI,XI,2002,LV,Puebla
PRI,XII,2002,LV,Puebla
PRI,XIII,2002,LV,Puebla
PRI,XIV,2002,LV,Puebla
PRI,XV,2002,LV,Puebla
PRI,XVI,2002,LV,Puebla
PRI,XVII,2002,LV,Puebla
PRI,XVIII,2002,LV,Puebla
PRI,XIX,2002,LV,Puebla
PRI,XX,2002,LV,Puebla
PRI,XXI,2002,LV,Puebla
PRI,XXII,2002,LV,Puebla
PRI,XXIII,2002,LV,Puebla
PRI,XXIV,2002,LV,Puebla
PRI,XXV,2002,LV,Puebla
PRI,XXVI,2002,LV,Puebla
PAN,,2002,LV,Puebla
PAN,,2002,LV,Puebla
PAN,,2002,LV,Puebla
PAN,,2002,LV,Puebla
PCD,,2002,LV,Puebla
PRD,,2002,LV,Puebla
PRD,,2002,LV,Puebla
PRI,,2002,LV,Puebla
PRI,,2002,LV,Puebla
PRI,,2002,LV,Puebla
PRI,,2002,LV,Puebla
PRI,,2002,LV,Puebla
PVEM,,2002,LV,Puebla
PVEM,,2002,LV,Puebla
PT,,2002,LV,Puebla
PAN,I,2010,LX,Sinaloa
PAN,I,2010,LX,Sinaloa
PAN,III,2010,LX,Sinaloa
PAN,IV,2010,LX,Sinaloa
PAN,V,2010,LX,Sinaloa
PRI,VI,2010,LX,Sinaloa
PRI,VII,2010,LX,Sinaloa
PRI,VIII,2010,LX,Sinaloa
PAN,IX,2010,LX,Sinaloa
PRI,X,2010,LX,Sinaloa
PRI,XI,2010,LX,Sinaloa
PRI,XII,2010,LX,Sinaloa
PRI,XIII,2010,LX,Sinaloa
PRI,XIV,2010,LX,Sinaloa
PRI,XV,2010,LX,Sinaloa
PRI,XVI,2010,LX,Sinaloa
PRI,XVII,2010,LX,Sinaloa
PRI,XVIII,2010,LX,Sinaloa
PAN,XIX,2010,LX,Sinaloa
PRI,XX,2010,LX,Sinaloa
PANAL,XXI,2010,LX,Sinaloa
PAN,XXII,2010,LX,Sinaloa
PAN,XXIII,2010,LX,Sinaloa
PRI,XXIV,2010,LX,Sinaloa
PRI,,2010,LX,Sinaloa
